"team","pirate"
"Georgia",2.62669121058867
"Ohio State",2.41682756747589
"Alabama",2.22143727906055
"Oklahoma State",1.6642131232094
"Notre Dame",1.52671625358379
"Oklahoma",1.47605951214278
"Texas A&M",1.4398761253992
"Michigan",1.42540277070176
"Utah",1.41816609335305
"Cincinnati",1.38921938395818
"Iowa State",1.33132596516845
"Wisconsin",1.3096159331223
"Baylor",1.12146232205568
"Penn State",1.12146232205568
"Clemson",1.11422564470696
"Ole Miss",1.09975229000953
"Arkansas",1.06356890326595
"Auburn",0.947782065686488
"UCLA",0.947782065686488
"Mississippi State",0.933308710989056
"NC State",0.918835356291623
"Iowa",0.911598678942906
"Tennessee",0.889888646896758
"Louisiana",0.839231905455744
"Oregon",0.803048518712162
"West Virginia",0.774101809317298
"Oregon State",0.766865131968581
"Arizona State",0.737918422573716
"Pittsburgh",0.737918422573716
"Kansas State",0.730681745224999
"Kentucky",0.723445067876283
"LSU",0.716208390527568
"Nebraska",0.716208390527568
"Wake Forest",0.716208390527568
"North Carolina",0.716208390527568
"Appalachian State",0.708971713178851
"Florida",0.708971713178851
"BYU",0.694498358481418
"Minnesota",0.665551649086553
"Purdue",0.658314971737837
"Louisville",0.643841617040405
"Miami",0.629368262342972
"Boise State",0.578711520901958
"Michigan State",0.549764811507092
"Texas",0.506344747414795
"Coastal Carolina",0.462924683322498
"Washington State",0.462924683322498
"Houston",0.455688005973781
"Washington",0.426741296578916
"USC",0.368847877789185
"Florida State",0.368847877789185
"California",0.354374523091753
"Virginia",0.282007749604591
"TCU",0.274771072255874
"Texas Tech",0.216877653466144
"SMU",0.209640976117428
"Boston College",0.180694266722562
"South Carolina",0.173457589373846
"Air Force",0.158984234676414
"Virginia Tech",0.151747557327697
"Nevada",0.144510879978981
"Fresno State",0.101090815886684
"San Diego State",0.0866174611892508
"UT San Antonio",0.0649074291431022
"Liberty",0.0359607197482367
"East Carolina",0.0287240423995208
"Missouri",0.0214873650508039
"Central Michigan",0.014250687702088
"Army",0.00701401035337112
"UCF",-0.0219326990414934
"Western Kentucky",-0.0798261178312235
"Toledo",-0.0870627951799404
"Illinois",-0.0870627951799404
"Miami (OH)",-0.0942994725286562
"Syracuse",-0.101536149877373
"UAB",-0.137719536620955
"Colorado",-0.166666246015819
"Maryland",-0.173902923364536
"Tulsa",-0.195612955410685
"Georgia State",-0.2028496327594
"Marshall",-0.217322987456833
"Rutgers",-0.253506374200415
"Indiana",-0.28245308359528
"Wyoming",-0.325873147687577
"Georgia Tech",-0.325873147687577
"Tulane",-0.333109825036293
"Stanford",-0.333109825036293
"Northwestern",-0.34034650238501
"Memphis",-0.412713275872173
"Eastern Michigan",-0.470606694661903
"Utah State",-0.485080049359336
"Kent State",-0.499553404056769
"Ball State",-0.506790081405485
"Arizona",-0.550210145497782
"Colorado State",-0.550210145497782
"Western Michigan",-0.586393532241363
"San Jose State",-0.65152362837981
"Northern Illinois",-0.673233660425959
"Navy",-0.694943692472108
"Troy",-0.723890401866973
"Buffalo",-0.76731046595927
"Hawai'i",-0.774547143307987
"Ohio",-0.781783820656703
"Middle Tennessee",-0.810730530051569
"South Alabama",-0.832440562097717
"Florida Atlantic",-0.890333980887447
"UNLV",-0.948227399677177
"Georgia Southern",-0.955464077025894
"South Florida",-0.955464077025894
"North Texas",-0.998884141118192
"UTEP",-1.11467097869765
"Kansas",-1.1363810107438
"Old Dominion",-1.1363810107438
"Vanderbilt",-1.20874778423096
"Arkansas State",-1.23045781627711
"Texas State",-1.24493117097455
"Duke",-1.33177129915914
"Louisiana Monroe",-1.38242804060015
"Rice",-1.45479481408732
"Louisiana Tech",-1.46203149143603
"New Mexico",-1.48374152348218
"Charlotte",-1.56334497431806
"Southern Mississippi",-1.65018510250266
"Bowling Green",-1.83110203622056
"Temple",-1.88899545501029
"Akron",-1.95412555114874
"New Mexico State",-2.09885909812307
"Connecticut",-2.30148606388712
"Florida International",-2.41727290146658
"UMass",-2.51858638434861
